NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2463,Residential," 322 WEST 57 STREET, 46V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2464,Residential," 322 WEST 57 STREET, 47B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2465,Residential," 322 WEST 57 STREET, 47D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2466,Residential," 322 WEST 57 STREET, 47F2                  ",10019,1,0,1,52866,1288,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2467,Residential," 322 WEST 57 STREET, 47H1                  ",10019,1,0,1,52866,1647,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2468,Residential," 322 WEST 57 STREET, 47K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2469,Residential," 322 WEST 57 STREET, 47M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2470,Residential," 322 WEST 57 STREET, 47P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2471,Residential," 322 WEST 57 STREET, 47Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2472,Residential," 322 WEST 57 STREET, 47S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2473,Residential," 322 WEST 57 STREET, 47U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2474,Residential," 322 WEST 57 STREET, 47V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2475,Residential," 322 WEST 57 STREET, 48B2                  ",10019,1,0,1,52866,1342,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2476,Residential," 322 WEST 57 STREET, 48C                   ",10019,1,0,1,52866,760,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2477,Residential," 322 WEST 57 STREET, 48D                   ",10019,1,0,1,52866,667,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2478,Residential," 322 WEST 57 STREET, 48E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2479,Residential," 322 WEST 57 STREET, 48F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2481,Residential," 322 WEST 57 STREET, 48J                   ",10019,1,0,1,52866,571,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2482,Residential," 322 WEST 57 STREET, 48K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2483,Residential," 322 WEST 57 STREET, 48M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2484,Residential," 322 WEST 57 STREET, 48P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2485,Residential," 322 WEST 57 STREET, 48Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2486,Residential," 322 WEST 57 STREET, 48S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2487,Residential," 322 WEST 57 STREET, 48U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2488,Residential," 322 WEST 57 STREET, 48V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2489,Residential," 322 WEST 57 STREET, 49B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2490,Residential," 322 WEST 57 STREET, 49D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2491,Residential," 322 WEST 57 STREET, 49E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2492,Residential," 322 WEST 57 STREET, 49F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2494,Residential," 322 WEST 57 STREET, 49K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2495,Residential," 322 WEST 57 STREET, 49M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2496,Residential," 322 WEST 57 STREET, 49N                   ",10019,1,0,1,52866,818,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2497,Residential," 322 WEST 57 STREET, 49P                   ",10019,1,0,1,52866,569,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2498,Residential," 322 WEST 57 STREET, 49Q                   ",10019,1,0,1,52866,608,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2499,Residential," 322 WEST 57 STREET, 49S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2500,Residential," 322 WEST 57 STREET, 49U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2501,Residential," 322 WEST 57 STREET, 49V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2502,Residential," 322 WEST 57 STREET, 50B3                  ",10019,1,0,1,52866,2049,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2503,Residential," 322 WEST 57 STREET, 50D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2504,Residential," 322 WEST 57 STREET, 50F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2505,Residential," 322 WEST 57 STREET, 50H1                  ",10019,1,0,1,52866,1647,1978,2,Residential,1858306,2009-01-08,13,CONDOS ,8,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2506,Residential," 322 WEST 57 STREET, 50K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2507,Residential," 322 WEST 57 STREET, 50M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2508,Residential," 322 WEST 57 STREET, 50P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2509,Residential," 322 WEST 57 STREET, 50Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2510,Residential," 322 WEST 57 STREET, 50S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2511,Residential," 322 WEST 57 STREET, 50U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2513,Residential," 322 WEST 57 STREET, 51B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2514,Residential," 322 WEST 57 STREET, 51D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2515,Residential," 322 WEST 57 STREET, 51F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2516,Residential," 322 WEST 57 STREET, 51H1                  ",10019,1,0,1,52866,1647,1978,2,Residential,3920262,2009-02-09,13,CONDOS ,9,2,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2517,Residential," 322 WEST 57 STREET, 51K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2518,Residential," 322 WEST 57 STREET, 51M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2519,Residential," 322 WEST 57 STREET, 51P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2520,Residential," 322 WEST 57 STREET, 51Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2521,Residential," 322 WEST 57 STREET, 51S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2522,Residential," 322 WEST 57 STREET, 51U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2523,Residential," 322 WEST 57 STREET, 51V                   ",10019,1,0,1,52866,657,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2524,Residential," 322 WEST 57 STREET, 52B3                  ",10019,1,0,1,52866,2049,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2525,Residential," 322 WEST 57 STREET, 52D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2526,Residential," 322 WEST 57 STREET, 52F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2527,Residential," 322 WEST 57 STREET, 52H2                  ",10019,1,0,1,52866,1588,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2529,Residential," 322 WEST 57 STREET, 52K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2530,Residential," 322 WEST 57 STREET, 52M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2531,Residential," 322 WEST 57 STREET, 52P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2532,Residential," 322 WEST 57 STREET, 52Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2534,Residential," 322 WEST 57 STREET, 52U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2536,Residential," 322 WEST 57 STREET, 53B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2537,Residential," 322 WEST 57 STREET, 53D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2538,Residential," 322 WEST 57 STREET, 53E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2539,Residential," 322 WEST 57 STREET, 53F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2540,Residential," 322 WEST 57 STREET, 53H2                  ",10019,1,0,1,52866,1588,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2541,Residential," 322 WEST 57 STREET, 53K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2542,Residential," 322 WEST 57 STREET, 53M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2543,Residential," 322 WEST 57 STREET, 53P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2544,Residential," 322 WEST 57 STREET, 53Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2545,Residential," 322 WEST 57 STREET, 53R                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2546,Residential," 322 WEST 57 STREET, 53S                   ",10019,1,0,1,52866,1014,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2547,Residential," 322 WEST 57 STREET, 53T                   ",10019,1,0,1,52866,1014,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2548,Residential," 322 WEST 57 STREET, 53U                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2550,Residential," 322 WEST 57 STREET, 54B3                  ",10019,1,0,1,52866,2049,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2551,Residential," 322 WEST 57 STREET, 54D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2552,Residential," 322 WEST 57 STREET, 54E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2553,Residential," 322 WEST 57 STREET, 54F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2554,Residential," 322 WEST 57 STREET, 54H2                  ",10019,1,0,1,52866,1588,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2555,Residential," 322 WEST 57 STREET, 54K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2556,Residential," 322 WEST 57 STREET, 54M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2557,Residential," 322 WEST 57 STREET, 54N                   ",10019,1,0,1,52866,796,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2558,Residential," 322 WEST 57 STREET, 54P                   ",10019,1,0,1,52866,569,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2559,Residential," 322 WEST 57 STREET, 54Q                   ",10019,1,0,1,52866,608,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2561,Residential," 322 WEST 57 STREET, 54U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2564,Residential," 322 WEST 57 STREET, 55B1                  ",10019,1,0,1,52866,1376,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2566,Residential," 322 WEST 57 STREET, 55D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2568,Residential," 322 WEST 57 STREET, 55F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2570,Residential," 322 WEST 57 STREET, 55H                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2572,Residential," 322 WEST 57 STREET, 55K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2574,Residential," 322 WEST 57 STREET, 55M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2576,Residential," 322 WEST 57 STREET, 55P3                  ",10019,1,0,1,52866,1433,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2577,Residential," 322 WEST 57 STREET, 55Q                   ",10019,1,0,1,52866,538,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2579,Residential," 322 WEST 57 STREET, 55S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2581,Residential," 322 WEST 57 STREET, 55U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2582,Residential," 322 WEST 57 STREET, 55V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2583,Residential," 322 WEST 57 STREET, 56A                   ",10019,1,0,1,52866,582,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2584,Residential," 322 WEST 57 STREET, 56B                   ",10019,1,0,1,52866,764,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2585,Residential," 322 WEST 57 STREET, 56C                   ",10019,1,0,1,52866,760,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2586,Residential," 322 WEST 57 STREET, 56D                   ",10019,1,0,1,52866,667,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2587,Residential," 322 WEST 57 STREET, 56E                   ",10019,1,0,1,52866,718,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2588,Residential," 322 WEST 57 STREET, 56F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2589,Residential," 322 WEST 57 STREET, 56G                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2590,Residential," 322 WEST 57 STREET, 56H                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2591,Residential," 322 WEST 57 STREET, 56J                   ",10019,1,0,1,52866,571,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2592,Residential," 322 WEST 57 STREET, 56K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2593,Residential," 322 WEST 57 STREET, 56L                   ",10019,1,0,1,52866,566,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2594,Residential," 322 WEST 57 STREET, 56M                   ",10019,1,0,1,52866,800,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2595,Residential," 322 WEST 57 STREET, 56N                   ",10019,1,0,1,52866,796,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2596,Residential," 322 WEST 57 STREET, 56P                   ",10019,1,0,1,52866,569,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2597,Residential," 322 WEST 57 STREET, 56Q                   ",10019,1,0,1,52866,538,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
