name,review_count,categories,rating,latitude,longitude,price,address,zip_code,Problem
Delicatessen,1136,American (New),3.5,40.723533179262795,-73.9963895840614,$$,54 Prince St,10012.0,0.0
BXL Cafe,494,Pubs,3.5,40.75618,-73.98461,$$,125 W 43rd St,10036.0,0.0
T-Swirl Crêpe,272,Creperies,4.0,40.760189873235,-73.8264613300818,$,40-08 Union St,11354.0,0.0
T-Swirl Crêpe,96,Desserts,4.5,40.72083,-73.8462,$,70-23 Austin St,11375.0,0.0
Surya,181,Indian,4.0,40.7281,-73.99963000000002,$$,154 Bleecker St,10012.0,0.0
Basics,279,Creperies,3.0,40.8052437007427,-73.96227635443209,$$,1090 Amsterdam Ave,10025.0,0.0
7 Old Fulton Restaurant,240,Wine Bars,2.5,40.70299,-73.99383,$$,7 Old Fulton St,11201.0,0.0
Shisha Cafe & Hookah Lounge,21,Hookah Bars,3.0,40.69057700000001,-73.814522,$$,131-17 Liberty Ave,11419.0,0.0
T-Swirl Crêpe,269,Desserts,4.5,40.7325935,-73.9851807,$,247 E 14th St,10003.0,0.0
T-Swirl Crêpe,192,Desserts,4.5,40.71393,-73.99858990000001,$,2 Mott St,10013.0,0.0
Tribeca Grill,574,American (New),3.5,40.719609999999996,-74.00990999999998,$$$,375 Greenwich St,10013.0,1.0
XO Creperie,64,Creperies,3.5,40.58413696289061,-73.94664001464841,$$$,2027 Emmons Ave,11235.0,0.0
Frankie & Johnnie's Steakhouse,223,Steakhouses,3.5,40.759956,-73.988926,$$$,320 W 46th St,10036.0,0.0
Turks & Frogs,132,Wine Bars,4.0,40.73583984375,-74.0074844360352,$$,323 W 11th St,10014.0,1.0
Medi Winebar,374,Wine Bars,3.5,40.7657766155802,-73.98749181349179,$$,811 9th Ave,10019.0,1.0
Dizzy's Club,357,Jazz & Blues,4.0,40.768602058399296,-73.9830386638641,$$$,10 Columbus Cir,10019.0,0.0
Wafels and Dinges,15,Belgian,3.0,40.73294,-74.01001,$,393 West St,10014.0,0.0
T-Swirl Crêpe,130,Desserts,4.0,40.764540000000004,-73.91696,$,36-16 30th Ave,11103.0,0.0
BLVD Wine Bar,131,Wine Bars,4.0,40.7459602,-73.95749659999998,$$,4720 Ctr Blvd,11109.0,0.0
Cafe Mocha,323,Wine Bars,3.5,40.727869218558396,-73.98808876322941,$$,116 2nd Ave,10003.0,1.0
Creperie,460,Creperies,4.0,40.7203575,-73.98833909999998,$,135 Ludlow St,10002.0,1.0
Vero,283,Wine Bars,3.5,40.77225,-73.95607,$$,1483 2nd Ave,10075.0,1.0
ChikaLicious Dessert Bar,1269,Desserts,4.0,40.729779,-73.986357,$$,203 E 10th St,10003.0,0.0
Cocina Taller,62,Mediterranean,3.0,40.8613062,-73.9192404,$$,416 B W 203rd St,10034.0,1.0
Baku Palace Restaurant,122,Russian,3.5,40.584057,-73.948181,$$$,2001 Emmons Ave,11235.0,0.0
Broadway 49 Bar & Lounge,16,Cocktail Bars,3.0,40.759740789439704,-73.98613836000742,$$,Crowne Plaza Times Square,10019.0,0.0
City Winery,686,Wine Bars,3.5,40.7262951085247,-74.0058930486849,$$,155 Varick St,10013.0,1.0
Basil,222,Kosher,3.0,40.670163048326394,-73.94212220198379,$$$,270 Kingston Ave,11213.0,1.0
TSQ Brasserie,282,Brasseries,2.0,40.7599203,-73.9838665,$$,723 7th Ave,10019.0,0.0
Manhattan Espresso Cafe,77,Coffee & Tea,4.0,40.755742,-73.972088,$,146 E 49th St,10017.0,0.0
Spot Dessert Bar,2769,Desserts,4.0,40.72939,-73.98892,$$,13 St Marks Pl,10003.0,1.0
1742 Wine Bar,801,Italian,3.5,40.780722999999995,-73.949302,$$,1742 2nd Ave,10128.0,0.0
Passage,58,Russian,3.5,40.584138,-73.946639,$$$$,2027 Emmons Ave,11235.0,1.0
The Park View,309,American (New),3.5,40.865788,-73.92733299999998,$$,219 Dyckman St,10034.0,1.0
Uptown Brasserie,244,Brasseries,2.0,40.6387767572567,-73.78132895337392,$$,Jfk Terminal 4,11430.0,1.0
Dejavu Restaurant,6,Russian,2.0,40.6050033569336,-73.980842590332,$$$$,262 Kings Hwy,11223.0,1.0
Souvlaki Square,35,Greek,3.0,40.7670557,-73.78215859999997,$$,205-07 35th Ave,11361.0,0.0
Jian Bing Man,123,Chinese,3.0,40.747609999999995,-73.98631,$$,11 W 32nd St,10001.0,0.0
Beetle House,754,American (New),3.5,40.72708,-73.98801,$$,308 E 6th St,10003.0,1.0
Toledo Restaurant,51,Spanish,3.0,40.74926,-73.98309,$$$,6 E 36th St,10016.0,0.0
Caviar House & Prunier,30,Seafood,3.5,40.6438244982224,-73.78072097897541,$$,Jfk International Airport,11430.0,0.0
Cafe To Go,84,Creperies,4.0,40.766729999999995,-73.92055,$,31-19 30th Ave,11102.0,1.0
Yogurt La Crepe,83,Ice Cream & Frozen Yogurt,4.0,40.7765617,-73.9117813,$,2902 Ditmars Blvd,11105.0,1.0
Vive La Crepe,331,Creperies,3.5,40.7220937,-73.9963857,$$,51 Spring St,10012.0,1.0
Uptown Swirl,235,Ice Cream & Frozen Yogurt,3.5,40.7601980119944,-73.9839915186167,$,732 7th Ave,10019.0,0.0
Mango Mango Dessert,413,Desserts,3.5,40.760380931701704,-73.8294516357502,$,136-28 39th Ave,11354.0,0.0
Piatto,94,Pizza,3.0,40.74327529999999,-73.9590448,$$$,1-50 50th Ave,11101.0,0.0
Mamajuana Cafe The Bronx,286,Latin American,2.5,40.8357557,-73.8329151,$$,3233 E Tremont Ave,10461.0,0.0
Mateus Bar & Restaurant,72,Portuguese,4.0,40.720729999999996,-73.73233,$$,22205 Jamaica Ave,11428.0,0.0
Petite Abeille,398,Belgian,3.5,40.7350392676359,-73.97960543632509,$$,401 E 20th St,10010.0,1.0
Harvest on Hudson,618,Italian,4.0,40.99845226817271,-73.8845365083299,$$$,1 River St,10706.0,0.0
Arbuz,203,Ice Cream & Frozen Yogurt,4.0,40.585796,-73.951922,$,1706 Sheepshead Bay Rd,11235.0,1.0
Croque Madame,25,French,2.0,40.646213,-73.777703,$$,Terminal 5,11422.0,1.0
The Rye Roadhouse,178,Cajun/Creole,4.0,40.98092000000001,-73.69382,$$,12 High St,10580.0,0.0
Mojoilla Fresh,101,Creperies,3.5,40.75933,-73.82917990000001,$,136-20 Roosevelt Ave,11354.0,0.0
Rosemary And Vine,112,Vegetarian,4.5,40.9824818510404,-73.6845249914013,$$,29 Purchase St,10580.0,0.0
DiMaggio's Trattoria,124,Italian,4.5,40.82643270000001,-73.68320329999997,$$,706 Port Washington Blvd,11050.0,0.0
Arnor Crepes & Bubble Tea,120,Bubble Tea,4.0,40.6104488072271,-73.98393018626241,$,1425 W 10th St,11204.0,1.0
Il Bacco,231,Italian,3.5,40.7710977610288,-73.7349030463838,$$$,25324 Northern Blvd,11362.0,0.0
Boro6 Wine Bar,82,Wine Bars,4.5,40.9951098204468,-73.8823442328342,$$,549 Warburton Ave,10706.0,0.0
Dubrovnik Restaurant,205,Mediterranean,4.0,40.903653999999996,-73.789276,$$$,721 Main St,10801.0,0.0
Porta Napoli Ristorante & Bar,64,Pizza,4.0,40.96823,-73.7135,$$,261 Halstead Ave,10528.0,0.0
Vino Volo,48,Wine Bars,3.5,40.6497456169018,-73.79321336746209,$$,John F Kennedy International Airport Terminal 8,11430.0,1.0
Ernie's Wine Bar + EATS,51,Tapas/Small Plates,4.5,40.942057,-73.834186,$$,7 Pondfield Rd,10708.0,0.0
Bar'Lees Wine & Whisky Bar,64,Wine Bars,4.5,40.94978560000001,-73.7333819,$$,157 Mamaroneck Ave,10543.0,0.0
Modern Restaurant and Lounge,195,Italian,3.5,40.90884439999999,-73.7843019,$$,310 Huguenot St,10801.0,0.0
Posto 22,232,Italian,4.0,40.90866,-73.78353,$$,22 Division St,10801.0,0.0
Au Bon Pain,4,Bakeries,1.5,40.65467,-73.7891099,$$,JFK-John F Kennedy Intl Airport,11430.0,1.0
Hollywood Chicken & International Foods,7,Spanish,3.5,41.00239000000001,-73.66745,$$,216 Westchester Ave,10573.0,0.0
Tequila Sunrise,117,Mexican,3.0,40.92846,-73.7523,$$,145 Larchmont Ave,10538.0,1.0
Benemon,456,Japanese,4.5,40.72551,-73.98838,$$,108 E 4th St,10003.0,1.0
Sakagura,1691,Japanese,4.0,40.7516467024541,-73.9729489318165,$$$,211 E 43rd St,10017.0,0.0
Raku,818,Japanese,4.5,40.7264988089246,-73.98665260523559,$$,342 E 6th St,10003.0,1.0
Okonomi,408,Japanese,4.5,40.712621999999996,-73.9487843,$$,150 Ainslie St,11211.0,1.0
Izakaya,234,Izakaya,4.0,40.72667,-73.98738,$$,326 E 6th St,10003.0,0.0
Ootoya Chelsea,1259,Japanese,4.0,40.738766999999996,-73.992778,$$,8 W 18th St,10011.0,0.0
Aburiya Kinnosuke,699,Tapas/Small Plates,4.0,40.752583,-73.972274,$$$,213 E 45th St,10017.0,1.0
Yopparai,201,Bars,4.5,40.71919000000001,-73.98571,$$$,151 Rivington St,10002.0,1.0
Yakitori Totto,1230,Japanese,4.0,40.765375,-73.983114,$$$,251 W 55th St,10019.0,1.0
Sushi Yasaka,1619,Japanese,4.0,40.779583,-73.983482,$$,251 W 72nd St,10023.0,1.0
Zenkichi,935,Japanese,4.0,40.7189722,-73.9608301,$$$,77 N 6th St,11249.0,1.0
Hakata Tonton,953,Japanese,4.0,40.73333,-74.00331,$$,61 Grove St,10014.0,0.0
Fukurou,290,Japanese,4.0,40.72905,-74.00143,$$,87 MacDougal St,10012.0,1.0
Rabbit House,186,Tapas Bars,4.5,40.71725,-73.99329,$$,76 Forsyth St,10002.0,0.0
Ootoya Times Square,794,Japanese,4.0,40.754870000000004,-73.98599,$$,141 W 41st St,10036.0,0.0
Shinagawa,6,Japanese,5.0,40.745490000000004,-73.97935,$$,157 E 33rd St,10016.0,0.0
Suzuki Shokudo,79,Japanese,4.5,40.75353,-73.93184000000002,$$,38-01 31st St,11101.0,0.0
Izakaya NoMad,622,Gastropubs,4.0,40.74409,-73.98945,$$,13 W 26th St,10010.0,0.0
CHOCHIN,79,Japanese,4.5,40.781805,-73.947887,$$,310 E 93rd St,10128.0,0.0
nonono,241,Tapas/Small Plates,4.0,40.74545,-73.98499,$$,118 Madison Ave,10016.0,0.0
Kaoru,241,Japanese,4.5,40.75202,-73.96977,$$,306 E 46th St,10017.0,0.0
Yakiniku Futago,268,Japanese,4.5,40.738851870947,-73.99412363989791,$$$,37 W 17th St,10011.0,1.0
Wasan Brooklyn,170,Japanese,4.0,40.6812605,-73.97684179999997,$$,440 Bergen St,11217.0,1.0
Takumen,162,Coffee & Tea,4.0,40.74259,-73.9546699,$$,5-50 50th Ave,11101.0,1.0
Katsuno,164,Japanese,4.0,40.71041166550921,-73.8499203163873,$$$,103-01 Metropolitan Ave,11375.0,1.0
Kyo Ya,444,Japanese,4.5,40.7267,-73.98533990000001,$$$$,94 E 7th St,10009.0,0.0
Soba Totto,821,Japanese,4.0,40.75122,-73.97317,$$,211 E 43rd St,10017.0,1.0
Gaijin,269,Japanese,4.5,40.7616429510725,-73.91837999224659,$$$,37-12 31st Ave,11103.0,1.0
Hirohisa,137,Japanese,4.5,40.724596999999996,-74.003174,$$$$,73 Thompson St,10012.0,1.0
Takesushi,345,Japanese,4.0,40.744121899999996,-73.9224056,$$,43-46 42nd St,11104.0,1.0
Uotora,62,Japanese,4.5,40.676369,-73.950486,$$,1075 Bergen St,11216.0,0.0
Sushi Lin,191,Sushi Bars,5.0,40.677786,-73.97259100000002,$$$,335 Flatbush Ave,11217.0,0.0
Ichibantei,185,Japanese,4.0,40.73063,-73.98275,$$,401 E 13th St,10009.0,1.0
Karasu,73,Japanese,4.0,40.689411,-73.973256,$$$,166 Dekalb Ave,11217.0,0.0
Takashi,927,Japanese,4.0,40.7313524,-74.0065048,$$$,456 Hudson St,10014.0,1.0
Momokawa,100,Japanese,4.0,40.77047,-73.9537,$$$,1466 1st Ave,10075.0,1.0
EN Japanese Brasserie,1203,Japanese,4.0,40.7306,-74.00698,$$$,435 Hudson St,10014.0,0.0
Ise Restaurant,343,Japanese,4.5,40.729102399999995,-73.9900618,$$,63 Cooper Sq,10003.0,0.0
Kondo,152,Japanese,4.0,40.7626545293336,-73.9265084112689,$$,2913 Broadway,11106.0,0.0
Azasu,110,Bars,4.0,40.719758,-73.985011,$$,49 Clinton St,10002.0,1.0
Shuraku,58,Japanese,4.5,40.7385446555585,-74.0040071109515,$$$,47 8th Ave,10014.0,0.0
Tonkatsu Matsunoya,314,Japanese,4.0,40.75334930419921,-73.9741592407227,$$,131 E 45th St,10017.0,0.0
Hatsuhana Sushi Restaurant,1165,Japanese,4.0,40.75703,-73.97691999999998,$$$,17 E 48th St,10017.0,0.0
Jintan,47,Japanese,4.0,40.7288289984002,-73.9841578558473,$$,10th St & 1st Ave,10009.0,0.0
Hibino,166,Japanese,4.0,40.742626,-73.95198,$$,10-70 Jackson Ave,11101.0,1.0
Iki Modern Japanese Cuisine,223,Japanese,4.0,40.7593752743543,-73.83286231737341,$$$,133-42 39th Ave,11354.0,1.0
Yakitori Taisho,1531,Sushi Bars,3.5,40.729535,-73.9892642,$$,5 St Marks Pl,10003.0,1.0
House of Small Wonder,664,Sandwiches,4.0,40.7188839655893,-73.9606090848567,$$,77 N 6th St,11211.0,0.0
Donguri Restaurant,132,Japanese,4.0,40.775724,-73.952431,$$$,309 E 83rd St,10028.0,0.0
Jukai,148,Japanese,4.0,40.7572093705873,-73.96788376927421,$$$,237 E 53rd St,10022.0,1.0
Matsuri,80,Japanese,4.5,40.7458357,-73.90354359999998,$$,39-56 61st St,11377.0,0.0
Hibino,377,Japanese,4.0,40.69017,-73.99637,$$,333 Henry St,11201.0,1.0
Shuya Cafe de Ramen,220,Ramen,4.5,40.758007205736,-73.91679396662579,$$,42-13 Broadway,11103.0,0.0
Soba-ya,1387,Japanese,4.0,40.7296485900879,-73.9878845214844,$$,229 E 9th St,10003.0,0.0
Bohemian Restaurant,706,Japanese,4.5,40.72639,-73.99235999999998,$$$,57 Great Jones St,10012.0,0.0
TONCHIN NEW YORK,643,Ramen,4.5,40.750272700000004,-73.98449509999998,$$,13 W 36th St,10018.0,0.0
Hama Japanese Cuisine,318,Sushi Bars,4.0,40.75978469848629,-73.9776382446289,$$,11 W 51st St,10019.0,0.0
Ootoya Greenwich Village,255,Japanese,4.0,40.73316,-73.99273000000002,$$,41 E 11th St,10003.0,0.0
Rice & Miso,47,Japanese,4.5,40.684543624520295,-73.9837776124477,$$,134 Nevins St,11217.0,0.0
Donburiya,231,Japanese,4.0,40.76528,-73.98326,$$,253 W 55th St,10019.0,0.0
Sushi Yashin,153,Japanese,4.5,40.6708328473989,-73.9847132950057,$$,381 5th Ave,11215.0,0.0
U-gu,101,Sushi Bars,4.5,40.69393,-73.96284,$$,541 Myrtle Ave,11205.0,0.0
DokoDemo,213,Teppanyaki,4.5,40.72638,-73.98964000000002,$,89 E 4th St,10003.0,0.0
Secchu Yokota,74,Japanese,5.0,40.72283,-73.98311,$$$$,199 E 3rd St,10009.0,1.0
969 NYC Coffee,210,Coffee & Tea,4.5,40.74779,-73.88553,$,37-61 80th St,11372.0,0.0
Okuda,19,Japanese,4.5,40.743792936304395,-74.00639842069809,$$$$,458 W 17th St,10011.0,0.0
Kogane Ramen,30,Ramen,4.0,40.74066,-74.00426,$$,337 W 14th St,10014.0,0.0
Geido,306,Japanese,4.0,40.67792,-73.97266,$$,331 Flatbush Ave,11217.0,0.0
Bessou,190,Japanese,4.0,40.725502,-73.992675,$$,5 Bleecker St,10012.0,1.0
Osakana,34,Japanese,4.0,40.71224,-73.94376,$$,290 Graham Ave,11211.0,0.0
Method,102,Japanese,4.0,40.7650523,-73.9912028,$$$,746 10th Ave,10019.0,0.0
Sushi by Bou,311,Sushi Bars,4.5,40.75851,-73.98321999999997,$$$,132 W 47th St,10036.0,0.0
Momoya,544,Sushi Bars,4.0,40.7426255196333,-73.9966481924057,$$$,185 7th Ave,10011.0,1.0
Izakaya Juraku,43,Beer Bar,4.5,40.71967,-73.98868,$$,121 Ludlow St,10002.0,0.0
Umi Sushi,532,Japanese,4.5,40.726198330521605,-73.790670633316,$$,177-13 Union Tpke,11366.0,1.0
Sapps,108,Japanese,4.0,40.74762,-73.94008000000002,$$,27-26 Jackson Ave,11101.0,0.0
MIMI,93,Japanese,4.5,40.788748,-73.974621,$$,566 Amsterdam Ave,10024.0,0.0
SenYa,211,Japanese,4.0,40.7269015463545,-73.986101118587,$$$,109 1st Ave,10003.0,0.0
Chikarashi,456,Japanese,4.0,40.71787,-73.99948,$$,227 Canal St,10013.0,1.0
Hi-Collar,462,Japanese,4.0,40.729307726817105,-73.9859368048935,$$,214 E 10th St,10003.0,1.0
Katsu-Hama,1136,Japanese,4.0,40.75638,-73.97759,$$,11 E 47th St,10017.0,0.0
Momoya,397,Sushi Bars,4.0,40.784043,-73.977391,$$$,427 Amsterdam Ave,10024.0,1.0
Gohan-ya,41,Japanese,4.0,40.7150115072727,-73.9917685836554,$$$,14A Orchard St,10002.0,0.0
Cocoron,940,Japanese,4.0,40.72031,-73.99305,$$,16 Delancey St,10002.0,1.0
Hashi Ramen & Izakaya,1030,Ramen,4.0,40.757810175418896,-73.78916122019291,$$,192-12 Northern Blvd,11358.0,1.0
Ajihei Bushwick,55,Sushi Bars,4.5,40.704159999999995,-73.92799000000002,$$,156 Knickerbocker Ave,11237.0,0.0
Akino,321,Sushi Bars,4.0,40.741178399999995,-73.8814239,$$,82-80 Broadway,11373.0,0.0
1 or 8,388,Japanese,4.0,40.714257,-73.965457,$$$,66 S 2nd St,11249.0,0.0
Juban,155,Japanese,4.0,40.74731,-74.00466999999998,$$,207 10th Ave,10011.0,1.0
Ki Sushi,663,Sushi Bars,4.0,40.68764,-73.9901,$$,122 Smith St,11201.0,1.0
Cha-An,1652,Japanese,4.0,40.72947,-73.98813,$$,230 E 9th St,10003.0,0.0
Kokage,82,Japanese,4.0,40.7498614,-73.9777215,$$$,125 E 39th St,10016.0,0.0
Okinii,264,Japanese,4.0,40.72894,-73.99911,$$,216 Thompson St,10012.0,1.0
RESOBOX,129,Cultural Center,4.0,40.751146399999996,-73.939074,$$,41-26 27th St,11101.0,0.0
Yakitori Tora,98,Tapas/Small Plates,4.0,40.72095,-73.9963,$$$,72 Kenmare St,10012.0,1.0
Wanpaku,48,Tapas/Small Plates,4.0,40.72355,-73.95092,$$,621 Manhattan Ave,11222.0,0.0
Sushi Daizen,93,Sushi Bars,4.5,40.74445,-73.9538199,$$$$,47-38 Vernon Blvd,11101.0,1.0
Zawa Japanese,68,Japanese,4.5,40.76397,-73.9592,$$$,354 E 66th St,10065.0,0.0
Sushi Katsuei,380,Sushi Bars,4.0,40.67071470000001,-73.9785903,$$$,210 7th Ave,11215.0,1.0
Kura,420,Japanese,4.5,40.726709,-73.98357940000002,$$$$,130 St Marks Pl,10009.0,1.0
Ashbox,122,Japanese,4.5,40.738267,-73.955158,$,1154 Manhattan Ave,11222.0,0.0
Tamashii Ramen,632,Ramen,4.0,40.7628026,-73.926578,$$,2905 Broadway,11106.0,1.0
Fukusuke,51,Japanese,4.0,40.75394,-73.96864000000002,$$,304 E 49th St,10017.0,0.0
Sake Bar Hagi 46,209,Izakaya,4.0,40.76047,-73.99015,$$,358 W 46th St,10036.0,1.0
Bar Goto,191,Cocktail Bars,4.5,40.722770000000004,-73.98989,$$,245 Eldridge St,10002.0,1.0
Sun-Chan Japanese Restaurant,200,Japanese,3.5,40.7995,-73.96863990000001,$$,2707 Broadway,10025.0,0.0
Sen Sakana,199,Sushi Bars,4.0,40.75533,-73.9815,$$$,28 W 44th St,10036.0,0.0
Takahachi Bakery,815,Bakeries,4.0,40.71393,-74.00822,$$,25 Murray St,10007.0,1.0
Yamato Restaurant,263,Japanese,4.0,40.67192,-73.97758,$$,168 7th Ave,11215.0,0.0
Izakaya ida,134,Noodles,3.5,40.77828,-73.9801,$$,141 W 72nd St,10023.0,0.0
Yakiniku Gen,134,Japanese,4.0,40.75611,-73.96815,$$,250 E 52nd St,10022.0,1.0
Nippon Cha,635,Ramen,4.0,40.76432,-73.77167,$$,39-34 Bell Blvd,11361.0,0.0
Momosan Ramen & Sake,1405,Ramen,4.0,40.74993,-73.97746,$$,342 Lexington Ave,10016.0,1.0
Takahachi,527,Sushi Bars,4.0,40.725315,-73.984436,$$,85 Ave A,10009.0,0.0
Ariyoshi,262,Japanese,3.5,40.743818000139896,-73.92297872145691,$$,4113 Queens Blvd,11104.0,0.0
SakaMai,582,Japanese,4.0,40.7209536656701,-73.98814072394259,$$$,157 Ludlow St,10002.0,0.0
Naoki Takahashi,113,Japanese,4.0,40.74196,-74.00158990000001,$$$$,311 W 17th St,10011.0,0.0
Ten Japanese Cuisine,227,Japanese,4.0,40.6634864807129,-73.984748840332,$$,440 7th Ave,11215.0,1.0
Sushi Nakazawa,1218,Japanese,4.5,40.7317465228689,-74.0045493828034,$$$$,23 Commerce St,10014.0,1.0
Akariba,36,Japanese,4.0,40.7189722,-73.9608301,$$,77 N 6th St,11249.0,0.0
Yamada Chikara NY,19,Japanese,4.5,40.75465,-73.96934,$$$$,249 E 49th St,10017.0,0.0
Tomi Jazz,356,Japanese,4.0,40.75725,-73.96774,$$,239 E 53rd St,10022.0,1.0
New Ichiro Restaurant,432,Sushi Bars,4.0,40.778870899999994,-73.9508071,$$,1694 2nd Ave,10128.0,0.0
Shalom Japan,244,Japanese,4.0,40.7091679,-73.95580279999999,$$$,310 S 4th St,11211.0,1.0
Tsukushi,82,Japanese,4.0,40.75414,-73.96648,$$$,357 E 50th St,10017.0,0.0
Nishida Sho-ten,689,Ramen,4.0,40.753969,-73.968722,$$,302 E 49th St,10017.0,0.0
Natsumi,762,Sushi Bars,4.0,40.76174,-73.98503000000002,$$$,226 W 50th St,10019.0,1.0
Sushi Kaito,129,Sushi Bars,4.5,40.77916,-73.98366999999998,$$$$,244 W 72nd St,10023.0,0.0
Tsurutontan Udon Noodle Brasserie - Midtown,213,Japanese,4.0,40.758309999999994,-73.98079,$$,64 W 48th St,10036.0,0.0
Katsu-Hama,472,Japanese,3.5,40.76254,-73.97677,$$,45 W 55th St,10019.0,0.0
Taro Sushi,493,Japanese,4.0,40.6796449843722,-73.9743090899592,$$,244 Flatbush Ave,11217.0,1.0
Aoyu Sushi,203,Japanese,4.5,40.886163464019496,-73.9096963405609,$$,3532 A Johnson Ave,10463.0,1.0
Ki Sushi,116,Japanese,4.5,40.6784417729132,-73.9734394269355,$$,282 Flatbush Ave,11217.0,1.0
TJ Asian Bistro,401,Japanese,4.5,40.7461895,-73.9136856,$$,50-19 Skillman Ave,11377.0,0.0
Ippudo Westside,3389,Ramen,4.0,40.76344,-73.98661,$$,321 W 51st St,10019.0,0.0
Tamashii Blue,220,Ramen,4.0,40.74452,-73.9538,$$,47-36 Vernon Blvd,11101.0,0.0
Ushiwakamaru,148,Japanese,4.0,40.7461547329618,-74.00092343164191,$$$$,362 W 23rd St,10011.0,1.0
Blue Ribbon Sushi,1040,Sushi Bars,4.0,40.72612,-74.00252990000001,$$$,119 Sullivan St,10012.0,1.0
Shigure,91,Japanese,4.0,40.71853,-74.00477,$$$,277 Church St,10013.0,0.0
Sushi Yasuda,2024,Japanese,4.0,40.751129999999996,-73.97346999999998,$$$$,204 E 43rd St,10017.0,1.0
Fuyu Ramen,32,Poke,5.0,40.743478,-73.91805699999998,$$,4617 Queens Blvd,11104.0,0.0
Davelle,66,Japanese,4.0,40.71852,-73.98605,$$,102 Suffolk St,10002.0,0.0
Amami Bar and Restaurant,124,Japanese,4.0,40.723548,-73.95219399999998,$$,57 Nassau Ave,11222.0,0.0
Sushi By M,89,Sushi Bars,4.5,40.726659999999995,-73.99027,$$$,75 E 4th St,10003.0,0.0
Umi No Ie,147,Japanese,4.0,40.724637,-73.988227,$$,86 E 3rd St,10003.0,1.0
Wokuni,116,Japanese,4.0,40.7492189,-73.97735290000001,$$$,327 Lexington Ave,10016.0,0.0
Kobeyaki,184,Sushi Bars,4.0,40.77861,-73.9530599,$$,215 E 86th St,10028.0,1.0
Pado,129,Japanese,5.0,40.7314,-73.98589,$$,199 2nd Ave,10003.0,0.0
Natsumi Tapas,204,Sushi Bars,4.0,40.7395565,-73.98241230000002,$$,323 3rd Ave,10010.0,0.0
Tanoshi Bento,62,Japanese,4.0,40.7676299,-73.95296,$$,1372 York Ave,10021.0,1.0
KazuNori  | The Original Hand Roll Bar,645,Sushi Bars,4.5,40.74519,-73.98824,$$,15 W 28th St,10001.0,0.0
Hasaki,355,Sushi Bars,4.0,40.729682000000004,-73.98886800000002,$$$,210 E 9th St,10003.0,0.0
Ramen Shack,242,Ramen,4.5,40.7554119,-73.9414266,$$,13-13 40th Ave,11101.0,0.0
Jin Ramen,757,Ramen,4.0,40.78534000000001,-73.97695,$$,462 Amsterdam Ave,10024.0,1.0
Ni Japanese Delicacies,44,Japanese,4.5,40.719341299999996,-73.9876003,$,120 Essex St,10002.0,0.0
YUJI Ramen,116,Ramen,4.0,40.712527,-73.9487788,$$,150 Ainslie St,11211.0,0.0
Jpan,277,Sushi Bars,4.0,40.673598999999996,-73.982254,$$,287 5th Ave,11215.0,0.0
Sushi Seki,450,Japanese,4.0,40.761982,-73.960617,$$$,1143 1st Ave,10021.0,1.0
Momo Sushi Shack,641,Japanese,4.0,40.705140613299996,-73.93334005513199,$$,43 Bogart St,11206.0,0.0
Sapporo,80,Japanese,4.0,40.629027,-74.029126,$$,7812 3rd Ave,11209.0,0.0
Shimizu,291,Japanese,4.0,40.763197999999996,-73.986892,$$$,318 W 51st St,10019.0,0.0
Kuu Ramen,524,Ramen,3.5,40.709678600000004,-74.0089569,$$,20 John St,10038.0,0.0
Mu Ramen,1076,Ramen,4.0,40.743797,-73.950631,$$,12-09 Jackson Ave,11101.0,1.0
Ikinari Steak East Village,695,Steakhouses,4.0,40.73088,-73.98968,$$,90 E 10th St,10003.0,0.0
Omusubi Gonbei,29,Japanese,4.5,40.7508187,-73.9769974,$$,120 E 41st St,10017.0,0.0
Beron Beron,95,Japanese,4.0,40.72878660000001,-73.9841504,$$,164 1st Ave,10009.0,0.0
Shobu Sushi & Grill,190,Japanese,4.0,40.61582,-74.03072,$$,9427 5th Ave,11209.0,1.0
Kenka,1483,Sushi Bars,3.5,40.72913,-73.988465,$$,25 St Marks Pl,10003.0,1.0
Juku,87,Sushi Bars,4.0,40.71461,-73.999528,$$$,32 Mulberry St,10013.0,0.0
Taiki,53,Sushi Bars,4.5,40.6845433545275,-73.98377754257609,$$$,134 Nevins St,11217.0,0.0
Sushi Ginza Onodera,140,Sushi Bars,4.5,40.752339899999996,-73.98151,$$$$,461 5th Ave,10017.0,1.0
Okawa,144,Japanese,3.5,40.74944470000001,-73.88846020000003,$$,77-05 37th Ave,11372.0,1.0
Sushi You,250,Sushi Bars,4.0,40.75554,-73.96874,$$,246 E 51st St,10022.0,1.0
Sunrise Mart,260,Specialty Food,4.0,40.7232311,-74.00251490000002,$$,494 Broome St,10012.0,1.0
Zurutto Ramen & Gyoza Bar,317,Ramen,4.0,40.77791,-73.98040999999998,$$,142 W 72nd St,10023.0,1.0
Gyu-Kaku Japanese BBQ,1101,Japanese,4.0,40.75908,-73.98989,$$,321 W 44th St,10036.0,0.0
Inakaya,509,Japanese,3.5,40.7560432774284,-73.98948823809809,$$$,231 W 40th St,10018.0,1.0
Sushi Tsushima,229,Japanese,3.5,40.751655799999995,-73.9727916,$$,210 E 44th St,10017.0,0.0
Kanoyama,612,Japanese,4.0,40.730545186039,-73.986544028849,$$$,175 2nd Ave,10003.0,1.0
Ako,296,Sushi Bars,4.0,40.7169049,-73.9585858,$$,205 Bedford Ave,11211.0,0.0
